"id","sh_to.0","sh_to.1","sh_to.2","sh_to.3","sh_to.4","sh_from.0","sh_from.1","sh_from.2","sh_from.3","sh_from.4","deg_in_norm","deg_out_norm"
6532,0,1,0,0,0,0,0,0,0,0,0,0.0333333333333333
6533,0,0,0,1,0,0,0,0,1,0,0.0170454545454545,0.1
6536,0,1,0,0,0,0.666666666666667,0.333333333333333,0,0,0,0.0170454545454545,0.0333333333333333
6538,0,1,0,0,0,0,1,0,0,0,0.0965909090909091,0.166666666666667
6539,0,0,0,0,0,0,0,0,0,0,0,0
6540,0,1,0,0,0,0,0,0,0,0,0,0.0666666666666667
6541,0,0,0,0,0,0,0,0,0,0,0,0
6542,0,0,1,0,0,0,0,0,0,0,0,0.0666666666666667
6544,0,0,0,0,0,0,0,0,0,0,0,0
6545,0,0,0,0,0,0,0,0,0,0,0,0
6546,0,0,0,0,0,0,0,0,0,0,0,0
6547,1,0,0,0,0,1,0,0,0,0,0.0227272727272727,0.1
6548,1,0,0,0,0,1,0,0,0,0,0.0170454545454545,0.166666666666667
6549,1,0,0,0,0,0,0,0,0,0,0,0.0333333333333333
6551,0,0,0,0,1,0,0,0,0,0,0,0.0333333333333333
6552,0,1,0,0,0,0,1,0,0,0,0.0909090909090909,0.0333333333333333
6553,0,1,0,0,0,0,1,0,0,0,0.0170454545454545,0.0333333333333333
6555,0.666666666666667,0,0.166666666666667,0,0.166666666666667,0,0,0,0,1,0.00568181818181818,0.2
6556,0,1,0,0,0,0,1,0,0,0,0.00568181818181818,0.1
6557,0,1,0,0,0,0.2,0.8,0,0,0,0.0284090909090909,0.2
6559,1,0,0,0,0,0,0,0,0,1,0.00568181818181818,0.0333333333333333
6561,0.2,0.8,0,0,0,0.454545454545455,0.363636363636364,0.181818181818182,0,0,0.0625,0.166666666666667
6563,0,0,0,0,0,0,0,0,0,0,0,0
6564,0,0,0,0,0,0,0,0,0,0,0,0
6565,0,0,0,0,1,0,0,0,0,1,0.00568181818181818,0.0666666666666667
6566,1,0,0,0,0,0,0,0,0,0,0,0.0333333333333333
6568,0,0,0,0,0,0,0,0,0,0,0,0
6572,0,0,0,0,0,1,0,0,0,0,0.00568181818181818,0
6574,0,0,0,0,0,0,0,0,1,0,0.0113636363636364,0
6576,0,1,0,0,0,0.05,0.95,0,0,0,0.113636363636364,0.2
6580,0,1,0,0,0,0,1,0,0,0,0.00568181818181818,0.0333333333333333
6581,0,1,0,0,0,0,0,0,0,0,0,0.0333333333333333
6582,1,0,0,0,0,0.85,0,0.025,0,0.125,0.227272727272727,0.133333333333333
6586,0,1,0,0,0,0,1,0,0,0,0.00568181818181818,0.0333333333333333
6587,0,1,0,0,0,0,0,0,0,0,0,0.0666666666666667
6589,1,0,0,0,0,1,0,0,0,0,0.0284090909090909,0.0333333333333333
6590,0,1,0,0,0,1,0,0,0,0,0.0113636363636364,0.166666666666667
6591,0,0,0,0,0,0,0,0,0,0,0,0
6594,0.833333333333333,0,0,0,0.166666666666667,0,0,0,0,1,0.00568181818181818,0.2
6596,0,1,0,0,0,0,1,0,0,0,0.0113636363636364,0.0666666666666667
6597,0,1,0,0,0,0.125,0.875,0,0,0,0.0454545454545455,0.1
6598,0.5,0.5,0,0,0,0.6,0.4,0,0,0,0.0284090909090909,0.0666666666666667
6599,0,1,0,0,0,0,0,0,0,0,0,0.0333333333333333
6601,0,0,0,0,1,0,0,0,0,0,0,0.0333333333333333
6602,0.75,0,0,0,0.25,1,0,0,0,0,0.0113636363636364,0.133333333333333
6604,0,0,0,1,0,0,0,0,1,0,0.00568181818181818,0.0333333333333333
6605,0,0,0,0,0,0,0,0,0,0,0,0
6606,0,0,1,0,0,0.6,0,0.4,0,0,0.0284090909090909,0.0333333333333333
6607,1,0,0,0,0,0,0,0,0,0,0,0.3
6609,0,0,0,0,1,0,0,0,0,0,0,0.0333333333333333
6610,0,0,0,0,0,0,0,0,0,0,0,0
6611,1,0,0,0,0,0,0,0,0,0,0,0.2
6613,0,0,0,1,0,0,0,0,0,0,0,0.133333333333333
6614,0.333333333333333,0.666666666666667,0,0,0,1,0,0,0,0,0.00568181818181818,0.1
6616,0.5,0.5,0,0,0,1,0,0,0,0,0.00568181818181818,0.2
6617,0,0,0,0,0,0,0,0,0,0,0,0
6618,0,0,0,0,0,0,0,0,0,0,0,0
6620,0,0,0,0,1,0,0,0,0,0,0,0.0333333333333333
6622,0,0,0,1,0,0,0,0,0,0,0,0.0333333333333333
6624,0,0,0,0,0,0,0,0,0,0,0,0
6625,0,0,0,0,1,0,0,0,0,1,0.0170454545454545,0.0666666666666667
6626,0,1,0,0,0,0,0,0,0,0,0,0.0666666666666667
6627,0.111111111111111,0.888888888888889,0,0,0,0,1,0,0,0,0.0113636363636364,0.3
6628,0,1,0,0,0,0,1,0,0,0,0.00568181818181818,0.0333333333333333
6629,0,0,0,0,0,0,0,0,0,0,0,0
6632,1,0,0,0,0,0,0,0,0,0,0,0.1
6633,0,0,0,0,0,0,0,0,0,0,0,0
6634,0,0,0,0,0,0,0,0,0,0,0,0
6636,0,0,0,0,0,0,0,0,0,0,0,0
6637,0.666666666666667,0.333333333333333,0,0,0,0,0,0,0,0,0,0.2
6638,0.666666666666667,0,0.333333333333333,0,0,1,0,0,0,0,0.00568181818181818,0.1
6639,0,0,0,1,0,0,0,0,0,0,0,0.0333333333333333
6640,0.5,0,0.5,0,0,0.5,0,0,0,0.5,0.0113636363636364,0.0666666666666667
6641,0,0,0,0,0,0,0,1,0,0,0.00568181818181818,0
6642,0,0,0,0,1,0,0,0,0,0,0,0.0333333333333333
6643,0,0,0,1,0,0,0,0,0,0,0,0.0333333333333333
6644,0,0,0,1,0,0,0,0,0,0,0,0.0666666666666667
6645,0,0,0,0,0,0,0,0,0,0,0,0
6648,0,0,0,0,0,0,0,0,0,0,0,0
6651,0,1,0,0,0,0,0,0,0,0,0,0.0333333333333333
6653,0,1,0,0,0,0,1,0,0,0,0.0284090909090909,0.333333333333333
6655,0,0,1,0,0,0,0,0,0,0,0,0.0333333333333333
6656,0.5,0,0,0,0.5,0.714285714285714,0,0.142857142857143,0,0.142857142857143,0.0397727272727273,0.0666666666666667
6658,0,0,0,0,1,0,0,0,0,0,0,0.0333333333333333
6659,0,1,0,0,0,0.210526315789474,0.789473684210526,0,0,0,0.107954545454545,0.266666666666667
6660,0,1,0,0,0,0,0,0,0,0,0,0.0333333333333333
6662,1,0,0,0,0,1,0,0,0,0,0.00568181818181818,0.166666666666667
6664,0,0,0,0,0,0,0,0,0,0,0,0
6666,1,0,0,0,0,1,0,0,0,0,0.0511363636363636,0.133333333333333
6669,1,0,0,0,0,1,0,0,0,0,0.00568181818181818,0.0666666666666667
6671,0,0,0,1,0,0,0,0,1,0,0.00568181818181818,0.0333333333333333
6672,0,0,0,1,0,0,0,0,0,0,0,0.0333333333333333
6673,0,0,0,1,0,0,0,0,0,0,0,0.0666666666666667
6674,0,0,0,0,0,0,0,0,1,0,0.0227272727272727,0
6675,0,0,0,0,0,0,0.5,0,0.5,0,0.0113636363636364,0
6677,0,0,0,0,0,0,0,0,0,0,0,0
6678,0,1,0,0,0,0,1,0,0,0,0.0227272727272727,0.2
6679,0.5,0.5,0,0,0,1,0,0,0,0,0.00568181818181818,0.0666666666666667
6680,0,0,0,0,0,0,0,0,0,0,0,0
6682,0,1,0,0,0,0,1,0,0,0,0.0113636363636364,0.266666666666667
6683,0,0,1,0,0,0,0,0,0,0,0,0.0333333333333333
6684,0,0,0,0,1,0,0,0,0,0,0,0.1
6685,0,0,0,0,0,0,0,0,0,0,0,0
6687,1,0,0,0,0,0,0,0,0,0,0,0.0666666666666667
6688,0,0,0,0,0,0,0,0,0,0,0,0
6689,0,0,0,0,0,0,0,0,0,0,0,0
6690,0,0,0,1,0,0,0,0,0,0,0,0.133333333333333
6691,0,0,0,1,0,0,0,0,1,0,0.0227272727272727,0.1
6693,0,0,0,1,0,0,0,0,0,0,0,0.0333333333333333
6694,0,1,0,0,0,0,0,0,0,0,0,0.266666666666667
6695,0.833333333333333,0,0.166666666666667,0,0,0,0,0,0,0,0,0.2
6696,0,0,1,0,0,0,0,1,0,0,0.0113636363636364,0.0333333333333333
6698,0.5,0,0,0,0.5,0,0,0,0,1,0.0113636363636364,0.0666666666666667
6699,0,0,0,1,0,0,0,0,1,0,0.0511363636363636,0.2
6701,1,0,0,0,0,0,0,0,0,0,0,0.1
6702,0,0,0,1,0,0,1,0,0,0,0.0113636363636364,0.0333333333333333
6703,0,1,0,0,0,0,0,0,0,0,0,0.1
6705,0,0,0,0,0,0,0,0,0,0,0,0
6706,0,1,0,0,0,0,1,0,0,0,0.0284090909090909,0.1
6708,0,1,0,0,0,0,1,0,0,0,0.0227272727272727,0.0333333333333333
6709,0,1,0,0,0,0,1,0,0,0,0.00568181818181818,0.0666666666666667
6710,0,1,0,0,0,0,1,0,0,0,0.00568181818181818,0.2
6711,0,1,0,0,0,0,1,0,0,0,0.0170454545454545,0.0333333333333333
6712,0,1,0,0,0,0,1,0,0,0,0.00568181818181818,0.0333333333333333
6713,1,0,0,0,0,1,0,0,0,0,0.0170454545454545,0.0333333333333333
6714,0,0,0,0,0,0,0,0,0,0,0,0
6715,0,0,0,0,0,0,0,0,0,0,0,0
6717,0,1,0,0,0,0,1,0,0,0,0.00568181818181818,0.0333333333333333
6719,0,0,0,0,1,0,0,0,0,0,0,0.0333333333333333
6721,0,0,0,1,0,0,0,0,1,0,0.0170454545454545,0.133333333333333
6722,1,0,0,0,0,0,0,0,0,0,0,0.0333333333333333
6724,0.888888888888889,0.111111111111111,0,0,0,1,0,0,0,0,0.00568181818181818,0.3
6725,0,0,0,0,0,0,0,0,0,0,0,0
6726,0,1,0,0,0,0,0,0,0,0,0,0.0333333333333333
6727,0.666666666666667,0,0.333333333333333,0,0,0,0,0,0,0,0,0.1
6729,0,0,1,0,0,0,0,0,0,0,0,0.0333333333333333
6730,0,1,0,0,0,0,0,0,0,0,0,0.166666666666667
6731,0,0,0,1,0,0,0,0,0,0,0,0.0333333333333333
6732,0,1,0,0,0,0.185185185185185,0.814814814814815,0,0,0,0.153409090909091,0.2
6733,0,0,1,0,0,0,0,0,0,0,0,0.0333333333333333
6734,0,0,0,0,0,0,0,0,1,0,0.00568181818181818,0
6735,0,1,0,0,0,0,0,0,0,0,0,0.0333333333333333
6736,0.333333333333333,0.666666666666667,0,0,0,0,0,0,0,0,0,0.1
6737,0,0,0,0,0,0.142857142857143,0,0.714285714285714,0,0.142857142857143,0.0397727272727273,0
6738,0.5,0.5,0,0,0,0.5,0,0,0,0.5,0.0227272727272727,0.0666666666666667
6739,0,1,0,0,0,0,0,0,0,0,0,0.166666666666667
6740,0.5,0.5,0,0,0,1,0,0,0,0,0.00568181818181818,0.0666666666666667
6741,0,1,0,0,0,0,0,0,0,0,0,0.0666666666666667
6742,0,0,0,0,0,0,0,0,0,0,0,0
6744,0.2,0.8,0,0,0,0,0,0,0,0,0,0.166666666666667
6746,0,0,0,0,0,0,0,0,0,0,0,0
6748,0,1,0,0,0,0,1,0,0,0,0.00568181818181818,0.0666666666666667
6754,0,1,0,0,0,0,0,0,0,0,0,0.0333333333333333
6755,0,1,0,0,0,0,0,0,0,0,0,0.166666666666667
6757,0,0,0,1,0,0,0,0,1,0,0.0170454545454545,0.1
6758,0.6,0.4,0,0,0,1,0,0,0,0,0.0113636363636364,0.166666666666667
6760,0,0,0,0,0,0,0,0,0,1,0.00568181818181818,0
6761,0,0,1,0,0,0,0,0,0,0,0,0.0333333333333333
6762,0,0,0.333333333333333,0,0.666666666666667,0,0,0,0,0,0,0.1
6763,1,0,0,0,0,0,0,0,0,0,0,0.0333333333333333
6764,1,0,0,0,0,0,0,0,0,0,0,0.0666666666666667
6766,0,0,1,0,0,0,0,0,0,0,0,0.0333333333333333
6773,1,0,0,0,0,0,0,0,0,0,0,0.0333333333333333
6774,0,0,0,1,0,0,0,0,1,0,0.0113636363636364,0.0333333333333333
6775,0,0,0,0,0,0,0,0,0,0,0,0
6777,0,0,0,0,1,0.75,0,0,0,0.25,0.0227272727272727,0.0333333333333333
6778,0,1,0,0,0,0,0,0,0,0,0,0.0333333333333333
6779,0.833333333333333,0,0.166666666666667,0,0,0,0,0,0,0,0,0.2
6780,0.5,0,0,0,0.5,0,0,0,0,0,0,0.0666666666666667
6781,0,0,0,1,0,0,0,0,1,0,0.0284090909090909,0.0333333333333333
6782,0,1,0,0,0,0.25,0.75,0,0,0,0.0227272727272727,0.166666666666667
6783,0,1,0,0,0,0,0,0,0,0,0,0.1
6784,0,1,0,0,0,0,0,0,0,0,0,0.3
6786,0,0,0,0,0,0,0,0,0,0,0,0
6787,0,0,0,1,0,0,1,0,0,0,0.00568181818181818,0.0333333333333333
6788,0,0,0,0,0,0,1,0,0,0,0.0170454545454545,0
6789,1,0,0,0,0,0,0,0,0,0,0,0.0666666666666667
6790,0,0,0,0,1,0,0,0,0,0,0,0.0333333333333333
6791,0,1,0,0,0,1,0,0,0,0,0.00568181818181818,0.0333333333333333
6794,0,1,0,0,0,0,1,0,0,0,0.00568181818181818,0.0333333333333333
6795,1,0,0,0,0,1,0,0,0,0,0.00568181818181818,0.0333333333333333
6796,0,1,0,0,0,0,0,0,0,0,0,0.0333333333333333
6798,0,1,0,0,0,0,0,0,0,0,0,0.333333333333333
6801,1,0,0,0,0,0,0,0,0,0,0,0.0333333333333333
6802,0,0,0,1,0,0,0,0,1,0,0.0284090909090909,0.0333333333333333
6803,0,0,0,0,0,0,0,0,0,0,0,0
6804,0,0,1,0,0,0,0,1,0,0,0.00568181818181818,0.0666666666666667
6805,0,0,0,0,0,0,0,0,0,0,0,0
6806,0,0,0,1,0,0,0,0,1,0,0.0170454545454545,0.166666666666667
6809,0,1,0,0,0,0,0,0,0,0,0,0.1
6810,0,0,0,0,0,0,0,0,0,0,0,0
6811,0,0,0,0,0,0,0,0,0,0,0,0
6815,0.5,0,0,0,0.5,0,0,0,0,0,0,0.0666666666666667
6817,0,0,0,0,0,0,0,0,0,0,0,0
6818,0,0,0,1,0,0,0,0,0,0,0,0.0333333333333333
6819,0,0,0,1,0,0,0,0,0,0,0,0.0333333333333333
6821,0.777777777777778,0.111111111111111,0,0,0.111111111111111,0,0,0,0,0,0,0.3
6824,1,0,0,0,0,0,0,0,0,0,0,0.0333333333333333
6825,0,1,0,0,0,0.333333333333333,0.666666666666667,0,0,0,0.0511363636363636,0.1
6826,1,0,0,0,0,0,0,0,0,0,0,0.0333333333333333
6828,0,1,0,0,0,0,1,0,0,0,0.00568181818181818,0.0333333333333333
6829,1,0,0,0,0,1,0,0,0,0,0.0113636363636364,0.133333333333333
6830,1,0,0,0,0,1,0,0,0,0,0.0284090909090909,0.133333333333333
6831,0.0625,0.9375,0,0,0,0,1,0,0,0,0.00568181818181818,0.533333333333333
6832,0,0,0,1,0,0,0,0,0,0,0,0.0333333333333333
6833,1,0,0,0,0,0.25,0,0.75,0,0,0.0227272727272727,0.0333333333333333
6836,0,1,0,0,0,0.5,0.5,0,0,0,0.0113636363636364,0.0333333333333333
6837,0,0,0,1,0,0,0,0,0,0,0,0.0666666666666667
6839,0,0,0,0,0,0,0,0,0,1,0.00568181818181818,0
6841,1,0,0,0,0,1,0,0,0,0,0.00568181818181818,0.2
6843,0,0,0,0,0,0,0,0,0,0,0,0
6844,0,0,0,0,0,0,1,0,0,0,0.0113636363636364,0
6845,0,0,0,1,0,0,0,0,1,0,0.00568181818181818,0.0333333333333333
6846,0,1,0,0,0,0.25,0.75,0,0,0,0.0227272727272727,0.1
6848,0,1,0,0,0,1,0,0,0,0,0.0227272727272727,0.0666666666666667
6851,0,0,0,1,0,0,0,0,0,0,0,0.0333333333333333
6852,0.666666666666667,0,0,0,0.333333333333333,0,0,0,0,0,0,0.1
6853,0,0,0,1,0,0,0,0,0,0,0,0.0666666666666667
6854,0,0,0,1,0,0,0,0,1,0,0.00568181818181818,0.1
6856,0,0,1,0,0,0,0,0,0,0,0,0.0666666666666667
6861,0,0,0,1,0,0,0,0,1,0,0.0454545454545455,0.0333333333333333
6862,0,0,1,0,0,0,0,1,0,0,0.00568181818181818,0.0333333333333333
6863,0,1,0,0,0,0.333333333333333,0.666666666666667,0,0,0,0.0170454545454545,0.133333333333333
6864,0,1,0,0,0,0,1,0,0,0,0.0170454545454545,0.0666666666666667
6866,0,0,0,0,0,1,0,0,0,0,0.0113636363636364,0
6868,0,0,0,0,1,0,0,0,0,1,0.00568181818181818,0.0333333333333333
6870,0,0,0,0,1,0,0,0,0,1,0.0113636363636364,0.0333333333333333
6871,0,1,0,0,0,0,1,0,0,0,0.0113636363636364,0.2
6873,0,0,0,0,0,0,0,0,0,0,0,0
6876,0,1,0,0,0,0,0,0,0,0,0,0.0666666666666667
6877,1,0,0,0,0,0,0,0,0,0,0,0.0666666666666667
6878,0,1,0,0,0,0,0,0,0,0,0,0.0666666666666667
6880,0,0,0,1,0,0,0,0,1,0,0.0113636363636364,0.0333333333333333
6882,0,0,0,0,0,0,0,0,0,0,0,0
6883,0,0,0,1,0,0,0,0,1,0,0.0113636363636364,0.0333333333333333
6886,0,0,0,0,0,0,0,0,0,0,0,0
6887,0,0,0,0,0,0,0,0,0,0,0,0
6888,0,0,0,0,0,0,0,0,0,0,0,0
6890,0,0,0,0,1,0.2,0,0,0,0.8,0.0284090909090909,0.0666666666666667
6891,0,0,0,0,0,0,0,0,0,0,0,0
6892,0,1,0,0,0,0.263157894736842,0.736842105263158,0,0,0,0.107954545454545,0.166666666666667
6893,0,0,0.5,0,0.5,0,0,0,0,1,0.00568181818181818,0.0666666666666667
6894,0,1,0,0,0,0,0,0,0,0,0,0.0666666666666667
6895,0,0,0,0,0,0,0,0,1,0,0.0568181818181818,0
6896,0,1,0,0,0,0,0,0,0,0,0,0.0666666666666667
6897,0.166666666666667,0.833333333333333,0,0,0,0,0.5,0.5,0,0,0.0113636363636364,0.2
6898,0,0,0,1,0,0,0,0,0,0,0,0.0333333333333333
6899,0,0,0,0,0,0,0,0,0,0,0,0
6900,0,0,0,0,0,0.5,0.5,0,0,0,0.0113636363636364,0
6902,0,0,0,0,0,0,0,0,1,0,0.00568181818181818,0
6903,0,0,0,1,0,0,0,0,1,0,0.0113636363636364,0.133333333333333
6904,0,1,0,0,0,0,1,0,0,0,0.0113636363636364,0.166666666666667
6905,0.333333333333333,0,0.666666666666667,0,0,0,0,0,0,0,0,0.1
6906,0,0,0,1,0,0,0,0,0,0,0,0.1
6907,0,1,0,0,0,0,0,0,0,0,0,0.1
6908,0,1,0,0,0,0,1,0,0,0,0.00568181818181818,0.0333333333333333
6909,0,0,0,0,1,1,0,0,0,0,0.0340909090909091,0.0333333333333333
6910,0,0,0,0,0,0,0,0,0,0,0,0
6911,0,0,0,1,0,0,0,0,0,0,0,0.0333333333333333
6912,0,0,0,1,0,0,0,0,0,0,0,0.1
6913,1,0,0,0,0,0,0,0,0,0,0,0.133333333333333
6915,0,0,0,1,0,0,0,0,0,0,0,0.0333333333333333
6916,0,0,0,1,0,0,0,0,1,0,0.0170454545454545,0.333333333333333
6917,0,0,0,0,1,0,0,0,0,1,0.00568181818181818,0.0333333333333333
6919,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0666666666666667
6921,0,1,0,0,0,0,1,0,0,0,0.0284090909090909,0.166666666666667
6922,0.333333333333333,0.666666666666667,0,0,0,1,0,0,0,0,0.0227272727272727,0.1
6926,0,0,0,0,0,0.25,0.75,0,0,0,0.0227272727272727,0
6928,0,1,0,0,0,0,0,0,0,0,0,0.0666666666666667
6929,0,0,0,0,0,0,0,0,0,0,0,0
6930,0,0,0,0,0,0,0,0,0,0,0,0
6932,0,0,0,0,1,0,0,0,0,1,0.00568181818181818,0.0666666666666667
6934,0,1,0,0,0,0,0,0,0,0,0,0.1
6935,0,1,0,0,0,1,0,0,0,0,0.00568181818181818,0.1
6936,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,0,0.1
6937,0,0,0,0,0,0,0,0,0,0,0,0
6938,1,0,0,0,0,0,0,0,0,1,0.0170454545454545,0.0333333333333333
6939,0,0,0,0,1,0,0,0,0,1,0.00568181818181818,0.1
6941,0,0,0,0,0,0,0,0,0,0,0,0
6942,0,0,1,0,0,0,0,0,0,0,0,0.0333333333333333
6943,0,0,1,0,0,0,0,0,0,0,0,0.0666666666666667
6944,0,0,1,0,0,0,0,0,0,0,0,0.1
6945,0,1,0,0,0,0,1,0,0,0,0.00568181818181818,0.166666666666667
6947,0,0,0,1,0,0,0,0,0,0,0,0.0666666666666667
6948,0,0,0,1,0,0,0,0,1,0,0.0113636363636364,0.0333333333333333
6949,0,0,0,0,0,0,0,0,1,0,0.0113636363636364,0
6950,1,0,0,0,0,0,0,1,0,0,0.0113636363636364,0.0333333333333333
6951,1,0,0,0,0,1,0,0,0,0,0.0170454545454545,0.2
6954,0,0,0,1,0,0,0,0,1,0,0.00568181818181818,0.0666666666666667
6955,1,0,0,0,0,0,0,0,0,0,0,0.0666666666666667
6956,0,1,0,0,0,0,0,0,0,0,0,0.2
6957,0,1,0,0,0,0,1,0,0,0,0.125,0.0666666666666667
6959,0,0,0,0,1,0,0,0,0,0,0,0.0666666666666667
6963,0,0,0,0,0,0,0,0,0,0,0,0
6964,0,1,0,0,0,0,0,0,0,0,0,0.0333333333333333
6965,0,0,0,0,0,0,0,0,0,0,0,0
6966,0,0,0,0,0,0,0,0,1,0,0.0227272727272727,0
6967,0,0,1,0,0,0,0,0,0,0,0,0.0333333333333333
6968,0,0,0,1,0,0,0,0,1,0,0.0113636363636364,0.0666666666666667
6969,0,1,0,0,0,0,1,0,0,0,0.00568181818181818,0.1
6970,0,0,0,0,0,0,0,0,0,0,0,0
6971,1,0,0,0,0,0,0,0,0,0,0,0.133333333333333
6972,0,1,0,0,0,0,1,0,0,0,0.0965909090909091,0.233333333333333
6973,1,0,0,0,0,1,0,0,0,0,0.00568181818181818,0.0333333333333333
6974,1,0,0,0,0,1,0,0,0,0,0.0113636363636364,0.0333333333333333
6975,0,0,0,0,1,0,0,0,0,0,0,0.0333333333333333
6976,0,1,0,0,0,0,0,0,0,0,0,0.0333333333333333
6978,0,1,0,0,0,0,0,0,0,0,0,0.366666666666667
6979,1,0,0,0,0,0,0,0,0,0,0,0.0333333333333333
6981,0,0,0,0,0,0,1,0,0,0,0.00568181818181818,0
6982,0,1,0,0,0,0,0,0,0,0,0,0.0666666666666667
6983,0,0,0,0,1,0,0,0,0,1,0.0170454545454545,0.1
6984,0,1,0,0,0,0,1,0,0,0,0.00568181818181818,0.166666666666667
6986,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0666666666666667
6987,0,1,0,0,0,0,1,0,0,0,0.00568181818181818,0.0333333333333333
6988,0,1,0,0,0,0,0,0,0,0,0,0.0333333333333333
6989,0,0,0,0,1,0,0,0,0,0,0,0.1
6990,0,0,0,0,0,0,1,0,0,0,0.00568181818181818,0
6992,0.2,0.8,0,0,0,0.5,0.5,0,0,0,0.0113636363636364,0.166666666666667
6993,0.25,0.75,0,0,0,0,0,0,0,0,0,0.133333333333333
6994,0,0,0,0,1,0,0,0,0,0,0,0.0333333333333333
6995,1,0,0,0,0,0,0,0,0,0,0,0.0333333333333333
6996,0,1,0,0,0,0,0,0,0,0,0,0.0333333333333333
6998,0,0,0,0,0,0,0,0,0,0,0,0
6999,0,0.75,0,0.25,0,0.111111111111111,0.888888888888889,0,0,0,0.102272727272727,0.133333333333333
7003,0,0,0,0,1,0,0,0,0,0,0,0.1
7004,0,0,0,0,1,0,0,0,0,0,0,0.0333333333333333
7006,0,1,0,0,0,0,0,0,0,0,0,0.0333333333333333
7007,0.333333333333333,0.666666666666667,0,0,0,0.666666666666667,0.333333333333333,0,0,0,0.0170454545454545,0.1
7009,0,0,0,1,0,0,0,0,0,0,0,0.0333333333333333
7010,0,0,0,0,0,0,0,0,0,0,0,0
7012,0,1,0,0,0,0,1,0,0,0,0.0113636363636364,0.166666666666667
7013,0,0,0,0,0,0,0,0,0,0,0,0
7014,0,0,0,0,0,0,0,0,0,0,0,0
7016,0,0,0,1,0,0,0,0,0,0,0,0.133333333333333
7017,0,0,0,1,0,0,0,0,0,0,0,0.0666666666666667
7018,1,0,0,0,0,0,0,0,0,0,0,0.0333333333333333
7019,0,0,0,1,0,0,0,0,0,0,0,0.0333333333333333
7020,0,0,0,0,1,0,0,0,0,0,0,0.0333333333333333
7021,0,1,0,0,0,0,0,0,0,0,0,0.0666666666666667
7022,0.25,0,0.25,0,0.5,0.333333333333333,0,0,0,0.666666666666667,0.0170454545454545,0.133333333333333
7023,0,0,1,0,0,0,0,0,0,0,0,0.0333333333333333
7027,0,1,0,0,0,0.285714285714286,0.714285714285714,0,0,0,0.0397727272727273,0.1
7028,0,0,0,1,0,0,0,0,0,0,0,0.0666666666666667
7029,0,0,0,0,1,0,0,0,0,0,0,0.1
7031,1,0,0,0,0,0,0,0,0,0,0,0.233333333333333
7032,0,0,1,0,0,0,0,0,0,0,0,0.0333333333333333
7034,0,0,0,0,0,0,0,1,0,0,0.0227272727272727,0
7035,0,0,0,0,0,0,0,0,0,0,0,0
7038,0.75,0.25,0,0,0,1,0,0,0,0,0.00568181818181818,0.133333333333333
7039,0,0,0,0,0,0,0,0,0,0,0,0
7040,0,1,0,0,0,0,1,0,0,0,0.0113636363636364,0.1
7042,1,0,0,0,0,0,0,0,0,0,0,0.133333333333333
7043,0,0,0,1,0,0,0,0,0,0,0,0.0333333333333333
7044,0,0,0,1,0,0,0,0,0,0,0,0.0333333333333333
7047,0,0,0,1,0,0,0,0,1,0,0.00568181818181818,0.0333333333333333
7048,0,0,0,0,0,0,0,0,0,0,0,0
7049,0.125,0.875,0,0,0,0.25,0.75,0,0,0,0.0227272727272727,0.266666666666667
7050,0,0,0,1,0,0,0,0,1,0,0.00568181818181818,0.0666666666666667
7051,0,1,0,0,0,0,0,0,0,0,0,0.133333333333333
7052,0,0,0,0,0,0,1,0,0,0,0.0113636363636364,0
7054,0,0,0,1,0,0,0,0,1,0,0.00568181818181818,0.0333333333333333
7056,0,1,0,0,0,0,0,0,0,0,0,0.166666666666667
7057,0,0,0,0,0,0,0,0,0,0,0,0
7058,0.5,0.5,0,0,0,0,0,0,0,0,0,0.266666666666667
7059,0,0,0,0,0,0,0,0,0,0,0,0
7060,0,1,0,0,0,0.105263157894737,0.894736842105263,0,0,0,0.107954545454545,0.1
7061,1,0,0,0,0,0,0,0,0,0,0,0.0333333333333333
7062,1,0,0,0,0,0,0,0,0,0,0,0.0333333333333333
7064,0,1,0,0,0,1,0,0,0,0,0.0170454545454545,0.0666666666666667
7065,0,0,0,1,0,0,0,0,1,0,0.0170454545454545,0.0333333333333333
7066,0.5,0,0.5,0,0,1,0,0,0,0,0.00568181818181818,0.0666666666666667
7067,0,0,0,0,0,0,0,0,0,0,0,0
7069,1,0,0,0,0,0,0,0,0,0,0,0.0666666666666667
7071,0,0,1,0,0,0,0,0,0,0,0,0.0333333333333333
7073,0,1,0,0,0,0,1,0,0,0,0.00568181818181818,0.0666666666666667
7074,0,0,0,0,0,0,0,0,0,1,0.00568181818181818,0
7075,0.666666666666667,0.333333333333333,0,0,0,1,0,0,0,0,0.00568181818181818,0.1
7077,0,1,0,0,0,0,1,0,0,0,0.00568181818181818,0.0333333333333333
7078,0,0,0,0,0,0,1,0,0,0,0.0113636363636364,0
7079,0,0,0,0,0,0,0,0,0,0,0,0
7080,0,0,0,0,0,0,1,0,0,0,0.00568181818181818,0
7082,0,0,0,1,0,0,0,0,0,0,0,0.0666666666666667
7084,1,0,0,0,0,0,0,0,1,0,0.00568181818181818,0.0333333333333333
7085,0,1,0,0,0,0,1,0,0,0,0.0170454545454545,0.1
